Tract,sf_num_loans,sf_med_income,sf_med_upb,indian,asian,black,hawai,white,mean_age,sf_purchase,sf_refinance,sf_rehab,sf_cashout,sf_na,mf_num_loans,mf_med_upb,mf_purchase,mf_refinance,mf_rehab,mf_cashout,mf_na,NAME,unitE,unitM,geometry,family
320700,134,59000,95000,0,1,3,1,117,38.35820895522388,70,54,0,10,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 3207, Allegheny County, Pennsylvania",737,48,"list(list(c(1339653.11343272, 1340075.34981458, 1340078.74172695, 1341111.9608952, 1342331.47304378, 1342510.31119674, 1342621.22212721, 1343134.29396915, 1343060.38478797, 1342845.46750956, 1342780.55416596, 1343441.11480886, 1343607.20306719, 1343429.7781376, 1343269.37431748, 1342146.63136943, 1341856.26687457, 1341146.48197458, 1340309.33728648, 1339719.8649784, 1340116.64509495, 1341152.93884859, 1340247.52782337, 1339908.00293055, 1340009.60150515, 1339565.11497556, 1339653.11343272, 89145.2128999131, 
89124.367927601, 88965.7321672928, 88872.8662618602, 89407.2092781223, 90585.2909820477, 88984.9158971975, 87963.4690974077, 87542.2289380764, 87154.1681566274, 86725.405710396, 85466.5120778416, 85325.1665171692, 85222.6069459984, 84314.1154325501, 84573.951231966, 84899.3150068752, 84005.4758868393, 83800.1891289331, 84049.9036454179, 84867.6585521535, 85775.9366170493, 87324.4701214356, 87183.5148982192, 87231.8944867372, 88559.9702899758, 89145.2128999131)))",Single Family only
401100,379,70000,105000,1,5,5,0,341,40.184696569920845,232,132,0,15,0,1,4489000,1,0,0,0,0,"Census Tract 4011, Allegheny County, Pennsylvania",2069,109,"list(list(c(1417791.15874597, 1418353.02398355, 1420397.07034053, 1422831.06101399, 1425488.26752385, 1427939.26944069, 1429112.09983852, 1429541.10267135, 1429636.13511433, 1429652.7844931, 1429653.61013899, 1429070.75708073, 1428756.81804253, 1428827.20871237, 1429986.19561605, 1430463.36887868, 1430486.12262915, 1430378.22328593, 1429872.51255264, 1429023.53679519, 1427362.95267505, 1426474.79512662, 1424309.96205442, 1423709.78281857, 1423054.51825179, 1422879.30319813, 1422621.39871679, 1423116.40733024, 
1422997.93037275, 1421299.74845342, 1421118.25510321, 1421113.35508899, 1419859.3830379, 1419412.39866686, 1418715.99788816, 1417819.32226348, 1417527.65172829, 1417791.15874597, 177130.201886078, 178340.02856469, 183801.085452984, 189462.616807812, 189473.466882316, 189372.6307466, 189318.204923206, 189343.196943762, 189336.691674202, 189126.403532914, 188730.243978662, 188082.604047742, 187337.825196361, 185925.149294489, 183351.011090063, 181655.17267165, 180080.302805121, 179476.662782875, 178216.841088808, 
176793.446477037, 174546.489852273, 173478.657515952, 171708.29764123, 171373.853645202, 171929.174708765, 172076.375346777, 171871.585200416, 172588.497085255, 172910.797826395, 173843.000060084, 174030.445251417, 174851.637551736, 174836.860009115, 174911.937332501, 175432.605496095, 176093.45401029, 176777.632532724, 177130.201886078)))",Single Family and Multi Family
401200,74,58500,84000,0,2,1,0,64,39.729729729729726,41,29,0,4,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 4012, Allegheny County, Pennsylvania",1309,108,"list(list(c(1416390.79748473, 1418033.83110102, 1418227.16377789, 1418519.41029496, 1419261.27548904, 1420592.73450284, 1421299.74845342, 1422997.93037275, 1423116.40733024, 1422621.39871679, 1422879.30319813, 1423054.51825179, 1423709.78281857, 1423616.51335992, 1422775.05530508, 1422376.28013197, 1421168.822026, 1419113.23477551, 1417825.29171834, 1417652.98371219, 1417760.90589069, 1417271.41030338, 1417251.12272312, 1417192.81383613, 1417172.66696115, 1417120.99557399, 1416390.79748473, 169902.311192596, 
170717.059329493, 170852.578115516, 171087.513964218, 171834.053832663, 172975.341092917, 173843.000060084, 172910.797826395, 172588.497085255, 171871.585200416, 172076.375346777, 171929.174708765, 171373.853645202, 171301.986621104, 170089.636662595, 168953.625955967, 167018.215256867, 165901.804673162, 165333.949058918, 165851.392606432, 167337.295317397, 167138.959511929, 167223.245985972, 167502.651127932, 168537.75994797, 168948.940566167, 169902.311192596)))",Single Family only
401300,251,67000,97000,0,2,1,0,220,39.322709163346616,130,97,1,23,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 4013, Allegheny County, Pennsylvania",1114,58,"list(list(c(1411402.02667451, 1415461.52797916, 1417527.65172829, 1417819.32226348, 1418715.99788816, 1419412.39866686, 1419859.3830379, 1421113.35508899, 1421118.25510321, 1421299.74845342, 1420592.73450284, 1419261.27548904, 1418519.41029496, 1418227.16377789, 1418033.83110102, 1416390.79748473, 1415063.49768132, 1415031.89042242, 1413984.65218544, 1413339.74797057, 1412908.39363842, 1412053.6730381, 1411576.27959974, 1411278.59345629, 1411402.02667451, 168652.562834803, 174017.435798113, 176777.632532724, 
176093.45401029, 175432.605496095, 174911.937332501, 174836.860009115, 174851.637551736, 174030.445251417, 173843.000060084, 172975.341092917, 171834.053832663, 171087.513964218, 170852.578115516, 170717.059329493, 169902.311192596, 169199.210129301, 169153.289276875, 168277.614721936, 168386.15922164, 167531.666964186, 167923.893496063, 167626.264313741, 168359.860385137, 168652.562834803)))",Single Family only
402000,123,47000,68000,1,0,3,1,102,42.764227642276424,57,62,0,4,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 4020, Allegheny County, Pennsylvania",1443,103,"list(list(c(1413339.74797057, 1413984.65218544, 1415031.89042242, 1415063.49768132, 1416390.79748473, 1417120.99557399, 1417172.66696115, 1417192.81383613, 1417251.12272312, 1417271.41030338, 1417760.90589069, 1417652.98371219, 1417825.29171834, 1415583.33235361, 1414233.41616534, 1413409.75224101, 1412908.39363842, 1413339.74797057, 168386.15922164, 168277.614721936, 169153.289276875, 169199.210129301, 169902.311192596, 168948.940566167, 168537.75994797, 167502.651127932, 167223.245985972, 167138.959511929, 
167337.295317397, 165851.392606432, 165333.949058918, 164485.592785469, 166068.82852236, 166979.254752605, 167531.666964186, 168386.15922164)))",Single Family only
403500,92,52500,55000,0,0,1,0,83,40.108695652173914,51,37,0,4,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 4035, Allegheny County, Pennsylvania",2231,195,"list(list(c(1407389.50538529, 1407403.58242537, 1408531.37800358, 1408542.52502791, 1409323.30480106, 1408861.58415092, 1409842.1395717, 1410041.46680273, 1410732.89648027, 1411402.02667451, 1411278.59345629, 1411576.27959974, 1412053.6730381, 1412908.39363842, 1413409.75224101, 1414233.41616534, 1415583.33235361, 1413343.26962865, 1411018.19784108, 1409243.56748947, 1409177.46967739, 1408785.43023098, 1408243.05103486, 1407605.43050796, 1404871.15931784, 1407389.50538529, 166686.767472376, 167742.233464438, 
167712.295535775, 169550.289387317, 169518.267380622, 170383.266483177, 170260.96676349, 169516.516261179, 169511.762353623, 168652.562834803, 168359.860385137, 167626.264313741, 167923.893496063, 167531.666964186, 166979.254752605, 166068.82852236, 164485.592785469, 163919.111688836, 162878.115733374, 161825.990384508, 161743.341079542, 163197.846799237, 163872.671929141, 164321.589270002, 166703.759113714, 166686.767472376)))",Single Family only
404000,82,62500,85000,0,0,2,0,71,39.63414634146341,42,34,0,6,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 4040, Allegheny County, Pennsylvania",669,52,"list(list(c(1400148.60794282, 1402360.45082776, 1402326.10078422, 1402317.36240501, 1404871.15931784, 1407605.43050796, 1408243.05103486, 1408785.43023098, 1409177.46967739, 1407354.60565042, 1406801.17101093, 1406484.90465731, 1406102.7659166, 1406739.34107333, 1405674.49298914, 1404507.46189078, 1402451.98493018, 1402386.5247278, 1402399.53773188, 1400983.69451213, 1400184.91153016, 1400148.60794282, 161002.729521943, 160957.119604566, 165020.40964426, 166725.493698609, 166703.759113714, 164321.589270002, 
163872.671929141, 163197.846799237, 161743.341079542, 159464.659071018, 158538.039134817, 157441.158782613, 153444.472094445, 150951.370482607, 150925.59906587, 154271.209673881, 154291.425482437, 155489.444390967, 158486.346545901, 158338.582235755, 158600.164905004, 161002.729521943)))",Single Family only
405000,96,66000,122500,0,0,0,0,94,41.145833333333336,45,46,0,5,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 4050, Allegheny County, Pennsylvania",468,34,"list(list(c(1395062.31856222, 1403583.24260633, 1407085.06728972, 1407460.24619609, 1408659.75844457, 1408861.58415092, 1409323.30480106, 1408542.52502791, 1408531.37800358, 1407403.58242537, 1407389.50538529, 1404871.15931784, 1402317.36240501, 1402326.10078422, 1402360.45082776, 1400148.60794282, 1400184.91153016, 1400983.69451213, 1402399.53773188, 1402386.5247278, 1402451.98493018, 1404507.46189078, 1405674.49298914, 1399420.3914381, 1397167.4604395, 1395777.93416523, 1395777.28111359, 1395739.65045601, 
1395783.89673722, 1395742.07571506, 1395674.83639374, 1395733.83743554, 1395717.8994682, 1395074.3332249, 1395062.31856222, 180794.202745397, 180495.066109362, 171277.122932984, 171122.221884531, 171197.394552865, 170383.266483177, 169518.267380622, 169550.289387317, 167712.295535775, 167742.233464438, 166686.767472376, 166703.759113714, 166725.493698609, 165020.40964426, 160957.119604566, 161002.729521943, 158600.164905004, 158338.582235755, 158486.346545901, 155489.444390967, 154291.425482437, 
154271.209673881, 150925.59906587, 150876.642018768, 150846.577289765, 150832.599972383, 152509.811289009, 159064.229673699, 160070.512379169, 164438.695714549, 166525.306699436, 169118.408089916, 169661.815537753, 177528.099063853, 180794.202745397)))",Single Family only
406000,138,70000,115000,0,2,0,0,117,42.7536231884058,59,64,0,15,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 4060, Allegheny County, Pennsylvania",1013,46,"list(list(c(1395149.35335266, 1396584.45733858, 1403644.72652966, 1409797.68859717, 1410915.51823708, 1414958.23424955, 1415476.30429756, 1418722.04164724, 1422831.06101399, 1420397.07034053, 1418353.02398355, 1417791.15874597, 1417527.65172829, 1415461.52797916, 1411402.02667451, 1410732.89648027, 1410041.46680273, 1409842.1395717, 1408861.58415092, 1408659.75844457, 1407460.24619609, 1407085.06728972, 1403583.24260633, 1395062.31856222, 1395149.35335266, 190871.649645567, 191020.388611125, 190593.833506943, 
190068.721270464, 190025.253884985, 189651.131860512, 189674.914009819, 189405.068315836, 189462.616807812, 183801.085452984, 178340.02856469, 177130.201886078, 176777.632532724, 174017.435798113, 168652.562834803, 169511.762353623, 169516.516261179, 170260.96676349, 170383.266483177, 171197.394552865, 171122.221884531, 171277.122932984, 180495.066109362, 180794.202745397, 190871.649645567)))",Single Family only
407001,563,80000,155000,1,3,0,0,503,42.5044404973357,274,232,0,57,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 4070.01, Allegheny County, Pennsylvania",2433,146,"list(list(c(1365435.70178543, 1367696.18928557, 1368087.39048506, 1375261.8432918, 1378477.73878696, 1381556.46846421, 1390885.585872, 1391915.56064393, 1392812.46307842, 1395149.35335266, 1395062.31856222, 1395074.3332249, 1395717.8994682, 1395733.83743554, 1395286.31375726, 1393503.61723579, 1393240.07773537, 1392089.28129867, 1391673.29281166, 1390691.17952615, 1390026.53221299, 1390029.43929236, 1389242.52700246, 1388676.49745285, 1388821.2367605, 1387987.92677185, 1387074.41742021, 1384657.04317283, 
1384504.67616228, 1383973.97135263, 1383972.01759809, 1383586.65424118, 1382645.51723356, 1382590.7708915, 1381066.56169523, 1381011.33686931, 1380834.78186756, 1379896.32330736, 1378590.53589684, 1377014.51718393, 1375969.78572481, 1374400.95212948, 1373917.09795388, 1373111.07202805, 1372503.75362963, 1372232.03927628, 1371760.44780356, 1370642.32454074, 1368428.08408891, 1366523.47382854, 1366786.33138115, 1366336.7723728, 1365845.24366217, 1365562.90590114, 1365511.06763204, 1365459.81905099, 
1365440.69793026, 1365435.70178543, 192061.442646997, 192029.939240461, 192071.909721389, 191678.606116467, 191478.029238555, 191386.197693272, 190842.968059217, 190701.233728005, 190726.370022476, 190871.649645567, 180794.202745397, 177528.099063853, 169661.815537753, 169118.408089916, 169091.536003926, 168144.263244917, 168854.318723137, 169533.517887269, 170531.518141608, 171140.774572059, 171161.132654483, 171097.283929996, 171979.251187001, 173047.61737267, 173199.746779544, 173949.487583161, 
174343.307443227, 176292.680849444, 176821.193317255, 175903.648775442, 175389.45439995, 174626.919575801, 174305.068481174, 174542.568253785, 176508.093137804, 176600.191829289, 176862.905545326, 177385.536717643, 177408.805944443, 176515.267429545, 176508.92944005, 175766.630180415, 175323.025372003, 175146.901044821, 174809.888004243, 174390.212935459, 174029.441680113, 171903.284609833, 172461.044381806, 173103.097963247, 172709.461416663, 172612.110274267, 172070.450624581, 179833.94688913, 
181231.124666629, 186433.599782556, 190215.700363021, 192061.442646997)))",Single Family only
407002,666,81000,145000,1,4,3,0,584,41.186186186186184,336,283,0,47,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 4070.02, Allegheny County, Pennsylvania",2824,143,"list(list(c(1365845.24366217, 1366336.7723728, 1366786.33138115, 1366523.47382854, 1368428.08408891, 1370642.32454074, 1371760.44780356, 1372232.03927628, 1372503.75362963, 1373111.07202805, 1373917.09795388, 1374400.95212948, 1375969.78572481, 1377014.51718393, 1378590.53589684, 1379896.32330736, 1380834.78186756, 1381011.33686931, 1381066.56169523, 1382590.7708915, 1382645.51723356, 1383586.65424118, 1383972.01759809, 1383973.97135263, 1384504.67616228, 1384657.04317283, 1387074.41742021, 1387987.92677185, 
1388821.2367605, 1388676.49745285, 1389242.52700246, 1390029.43929236, 1390026.53221299, 1390691.17952615, 1391673.29281166, 1392089.28129867, 1393240.07773537, 1393503.61723579, 1395286.31375726, 1395733.83743554, 1395674.83639374, 1395742.07571506, 1391879.47802003, 1385817.27295582, 1379995.09174833, 1379382.66173639, 1374484.82131585, 1366973.23597595, 1365965.2883986, 1365968.92257184, 1365906.30338736, 1365845.24366217, 172070.450624581, 172612.110274267, 172709.461416663, 173103.097963247, 
172461.044381806, 171903.284609833, 174029.441680113, 174390.212935459, 174809.888004243, 175146.901044821, 175323.025372003, 175766.630180415, 176508.92944005, 176515.267429545, 177408.805944443, 177385.536717643, 176862.905545326, 176600.191829289, 176508.093137804, 174542.568253785, 174305.068481174, 174626.919575801, 175389.45439995, 175903.648775442, 176821.193317255, 176292.680849444, 174343.307443227, 173949.487583161, 173199.746779544, 173047.61737267, 171979.251187001, 171097.283929996, 
171161.132654483, 171140.774572059, 170531.518141608, 169533.517887269, 168854.318723137, 168144.263244917, 169091.536003926, 169118.408089916, 166525.306699436, 164438.695714549, 164397.986250206, 164359.344608167, 164279.180048474, 164261.740012735, 164178.137965512, 164083.508490129, 164093.072006022, 164681.583069879, 171293.350938831, 172070.450624581)))",Single Family only
408001,835,116000,257000,0,57,6,0,672,39.65269461077844,413,350,0,72,0,NA,NA,NA,NA,NA,NA,NA,"Census Tract 4080.01, Allegheny County, Pennsylvania",2051,146,"list(list(c(1346030.07131265, 1347787.19421399, 1350776.75815698, 1354223.83339882, 1354552.29780233, 1355282.63289743, 1365435.70178543, 1365440.69793026, 1365459.81905099, 1365511.06763204, 1365562.90590114, 1363234.29551215, 1362731.38705353, 1361961.64823337, 1361432.6253128, 1360756.1326869, 1360342.12041973, 1358217.11427161, 1357804.16274165, 1357270.08612058, 1356948.75155115, 1356127.23025204, 1354645.25266542, 1353371.05002937, 1352699.77808571, 1351912.21830281, 1350890.69260403, 1350167.22628838, 
1349431.29544604, 1348527.93990567, 1348081.14113801, 1347234.97097751, 1346245.78902122, 1346220.34888169, 1346030.07131265, 192780.679492928, 192717.345304211, 192441.636426957, 192160.791656427, 192113.76027787, 192057.927665781, 192061.442646997, 190215.700363021, 186433.599782556, 181231.124666629, 179833.94688913, 178231.642660823, 177314.212140996, 177620.091987508, 177430.08031557, 178238.42212849, 178445.704419364, 178342.126827901, 178153.256453951, 177765.561344994, 177751.503904123, 177896.340194281, 
177044.493746765, 177100.034146006, 176682.783659845, 176799.194244341, 177254.762739771, 177022.978060452, 177148.711711681, 176757.965239139, 176864.985031304, 177387.984356937, 177415.762346948, 179446.498671186, 192780.679492928)))",Single Family only
408002,1065,95000,196000,2,24,5,2,896,38.87323943661972,481,475,2,107,0,1,165000,0,1,0,0,0,"Census Tract 4080.02, Allegheny County, Pennsylvania",2170,146,"list(list(c(1346245.78902122, 1347234.97097751, 1348081.14113801, 1348527.93990567, 1349431.29544604, 1350167.22628838, 1350890.69260403, 1351912.21830281, 1352699.77808571, 1353371.05002937, 1354645.25266542, 1356127.23025204, 1356948.75155115, 1357270.08612058, 1357804.16274165, 1358217.11427161, 1360342.12041973, 1360756.1326869, 1361432.6253128, 1361961.64823337, 1362731.38705353, 1363234.29551215, 1365562.90590114, 1365845.24366217, 1365906.30338736, 1361493.16041079, 1358635.5994395, 1357536.51903176, 
1352679.38125614, 1350975.73289585, 1346313.86251735, 1346245.78902122, 177415.762346948, 177387.984356937, 176864.985031304, 176757.965239139, 177148.711711681, 177022.978060452, 177254.762739771, 176799.194244341, 176682.783659845, 177100.034146006, 177044.493746765, 177896.340194281, 177751.503904123, 177765.561344994, 178153.256453951, 178342.126827901, 178445.704419364, 178238.42212849, 177430.08031557, 177620.091987508, 177314.212140996, 178231.642660823, 179833.94688913, 172070.450624581, 
171293.350938831, 171283.380485729, 171252.563368586, 171238.55859601, 171160.582179542, 171117.907271424, 171152.100141172, 177415.762346948)))",Single Family and Multi Family
