EntFlag,RecNo,State,MSA,County,Tract,PctMinority,MedIncome,areaMedIncome,TractIncomeRatio,areaMedFamInc,UPB,Purpose,InstType,FedGuaran,UndAreaIndi,LienStat,year,LTV,NoteDate,Term,numUnits,rate,amt,propVal,prepayPenalty,balloon,interestOnly,negAmort,other,pctAfford,constMethod,Rural,MissDelta,Appalachia,persPov,consPov,HiOpp,QOZ,FamilyType
2,242,42,38300,003,040500,21.1,36691,47195,0.7774,60000,6700000,9,3,1,1,4,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,588,42,38300,003,050700,33.05,20530,47195,0.43500000000000005,60000,5500000,2,1,1,1,1,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,1317,42,38300,003,474102,5.2,105113,47195,2.2272000000000003,60000,13800000,1,1,1,2,1,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,1587,42,38300,003,470500,18.29,59356,47195,1.2576999999999998,60000,8000000,2,1,1,2,1,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,1687,42,38300,003,413100,8.4,90177,47195,1.9106999999999998,60000,25000000,2,1,1,2,1,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,1690,42,38300,003,473401,5.31,74545,47195,1.5795,60000,1955000,2,1,1,2,1,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,310,42,38300,003,521401,8.209999999999999,47917,47195,1.0152999999999999,62500,3240000,1,1,1,2,1,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,385,42,38300,003,429300,2.24,61395,47195,1.3009,62500,4932000,2,3,1,2,1,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,741,42,38300,003,480101,10.96,46285,47195,0.9807,62500,6269000,2,1,1,2,1,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,847,42,38300,003,310200,1.96,44965,47195,0.9527000000000001,62500,8000000,2,1,1,2,1,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,65,42,38300,003,451103,7.4,67732,47195,1.4351999999999998,63000,14570000,2,1,1,NA,1,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,178,42,38300,003,475101,5.06,59440,47195,1.2594999999999998,63000,10550000,2,1,1,NA,1,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,185,42,38300,003,521401,8.209999999999999,47917,47195,1.0152999999999999,63000,10980000,2,1,1,NA,1,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,258,42,38300,003,475101,5.06,59440,47195,1.2594999999999998,63000,15905000,2,1,1,NA,1,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,346,42,38300,003,523702,14.81,45750,47195,0.9693999999999999,63000,7525000,1,1,1,NA,1,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,381,42,38300,003,281400,37.03,32390,47195,0.6862999999999999,63000,6750000,2,1,1,NA,1,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,544,42,38300,003,526201,2.86,48786,47195,1.0336999999999998,63000,5325000,2,1,1,NA,1,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,611,42,38300,003,281400,37.03,32390,47195,0.6862999999999999,63000,1682000,1,1,1,NA,1,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,850,42,38300,003,437000,3.34,71204,47195,1.5087,63000,30625000,2,1,1,NA,1,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,10,42,38300,003,526302,8.19,56935,47195,1.2064,64000,3125000,2,1,1,NA,1,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,229,42,38300,003,521302,16.5,39750,47195,0.8423,64000,3440000,1,1,1,NA,1,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,441,42,38300,003,432300,7.68,42083,47195,0.8917,64000,5200000,1,1,1,NA,1,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,563,42,38300,003,526302,8.19,56935,47195,1.2064,64000,3250000,2,1,1,NA,1,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,1017,42,38300,003,456003,4.53,65195,47195,1.3814,64000,17564000,2,3,1,NA,1,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,1146,42,38300,003,514000,72.01,18625,47195,0.3946,64000,1023000,1,1,1,NA,1,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,428,42,38300,003,020100,27.2,74531,62376,1.1949,64900,40000000,1,1,1,NA,1,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,770,42,38300,003,563300,4.76,134327,62376,2.1535,64900,3400000,2,1,1,NA,1,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,853,42,38300,003,982200,18.17,999999,999999,9999,64900,6300000,2,1,1,NA,1,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,1001,42,38300,003,202300,12.69,71117,62376,1.1401000000000001,64900,16000000,2,1,1,NA,1,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,1245,42,38300,003,490002,8.29,62695,62376,1.0050999999999999,64900,13800000,2,1,1,NA,1,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,1377,42,38300,003,020100,27.2,74531,62376,1.1949,64900,53880000,2,1,1,NA,1,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,1437,42,38300,003,480101,21.77,54891,62376,0.88,64900,33864000,1,1,1,NA,1,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,124,42,38300,003,490003,2.7600000000000002,87356,64323,1.3581,65100,8775000,2,1,1,NA,1,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,294,42,38300,003,010300,35.449999999999996,62054,64323,0.9647,65100,8600000,2,3,1,NA,1,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,128,42,38300,003,413500,11.02,86198,65393,1.3182,65600,28000000,2,1,1,NA,1,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,449,42,38300,003,160900,11.59,101477,65393,1.5517999999999998,65600,43500000,1,1,1,NA,1,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,538,42,38300,003,562000,34.71,53375,65393,0.8162,65600,6000000,4,1,1,NA,1,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,652,42,38300,003,526302,8.84,69702,65393,1.0658999999999998,65600,3500000,2,1,1,NA,1,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,692,42,38300,003,470501,44.92,87576,65393,1.3392,65600,10800000,2,1,1,NA,1,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,820,42,38300,003,429202,5.09,90625,65393,1.3859,65600,6756000,1,1,1,NA,1,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,871,42,38300,003,521301,26.479999999999997,74509,65393,1.1394,65600,11250000,2,1,1,NA,1,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,1422,42,38300,003,429100,8.76,68179,65393,1.0426,65600,9179000,1,1,1,NA,1,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,225,42,38300,003,141300,23.84,73333,66735,1.0989,69700,1440000,2,1,1,NA,1,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,254,42,38300,003,413500,11.02,93922,66735,1.4073999999999998,69700,42340000,2,1,1,NA,1,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,301,42,38300,003,020100,27.2,127865,66735,1.916,69700,42000000,2,1,1,NA,1,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,413,42,38300,003,429202,5.09,91761,66735,1.375,69700,8000000,2,1,1,NA,1,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,1107,42,38300,003,050600,81.82,48553,66735,0.7274999999999999,69700,6500000,2,1,1,NA,1,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,1310,42,38300,003,409000,8.39,156333,66735,2.3425999999999996,69700,51766000,2,1,1,NA,1,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,1324,42,38300,003,141300,23.84,73333,66735,1.0989,69700,1920000,2,1,1,NA,1,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,1405,42,38300,003,429500,11.25,79375,66735,1.1894,69700,9321000,2,1,1,NA,1,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,2125,42,38300,003,521200,23.150000000000002,63601,66735,0.9530000000000001,69700,26280000,2,1,1,NA,1,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,2377,42,38300,003,421100,8.65,115526,66735,1.7310999999999999,69700,39644000,2,1,1,NA,1,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,2446,42,38300,003,484300,28.91,34332,66735,0.5145,69700,34012000,2,1,1,NA,1,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,2696,42,38300,003,521302,24.779999999999998,65284,66735,0.9783,69700,14250000,2,1,1,NA,1,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,2763,42,38300,003,523400,37.91,57765,66735,0.8656000000000001,69700,4240000,1,3,1,NA,1,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,542,42,38300,003,431500,13.96,52500,68430,0.7672,70600,1096000,1,1,1,NA,1,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,603,42,38300,003,469000,6.23,89028,68430,1.301,70600,35949000,2,1,1,NA,1,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,867,42,38300,003,475101,6.930000000000001,76611,68430,1.1196,70600,20636000,2,1,1,NA,1,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,2615,42,38300,003,476100,9.4,62471,68430,0.9129,70600,11529000,2,1,1,NA,1,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,3720,42,38300,003,523400,37.91,57873,68430,0.8457000000000001,70600,6825000,2,1,1,NA,1,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,495,42,38300,003,473200,9.43,90909,69624,1.3056999999999999,72600,4000000,1,1,1,NA,1,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,696,42,38300,003,521401,12.139999999999999,64792,69624,0.9306000000000001,72600,3700000,2,1,1,NA,1,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,1105,42,38300,003,504100,26.130000000000003,48750,69624,0.7001999999999999,72600,4205000,1,3,1,NA,4,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,1441,42,38300,003,427100,3.32,97878,69624,1.4057999999999997,72600,116000,2,1,1,NA,1,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,1619,42,38300,003,488600,11.25,63988,69624,0.9191,72600,9600000,1,1,1,NA,1,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,1753,42,38300,003,431500,13.96,55930,69624,0.8033,72600,1144000,1,1,1,NA,1,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,1769,42,38300,003,460002,4.03,85000,69624,1.2207999999999999,72600,1575000,1,1,1,NA,1,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,2131,42,38300,003,475101,6.930000000000001,82500,69624,1.1849,72600,35369000,1,1,1,NA,1,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,2666,42,38300,003,451105,15.28,78160,69624,1.1226,72600,1240000,1,1,1,NA,1,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,2931,42,38300,003,523200,62.32,43333,69624,0.6224,72600,1080000,1,1,1,NA,1,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,3127,42,38300,003,140300,12.88,158523,69624,2.2767999999999997,72600,4900000,2,1,1,NA,1,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,3164,42,38300,003,478100,7.67,72841,69624,1.0462,72600,1252000,1,1,1,NA,1,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,3266,42,38300,003,451102,16.58,78611,69624,1.1291,72600,20185000,1,1,1,NA,1,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,3442,42,38300,003,191500,14.66,40670,69624,0.5841,72600,2278000,1,1,1,NA,1,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,4192,42,38300,003,414200,3.54,101616,69624,1.4594999999999998,72600,103000,2,1,1,NA,1,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,4720,42,38300,003,459201,11.54,91389,69624,1.3126,72600,37400000,2,1,1,NA,1,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,5029,42,38300,003,562000,34.71,45741,69624,0.657,72600,30000000,2,1,1,NA,1,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,5351,42,38300,003,426400,2.55,78750,69624,1.1311,72600,1180000,1,1,1,NA,1,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mf
2,155,42,38300,003,469000,6.23,92683,71810,1.2907,76000,11065000,1,1,1,NA,1,2018,80,1,144,5,4.74,11065000,13825000,138,1,1,9,9,0,1,0,0,0,0,0,0,0,mf
2,337,42,38300,003,111500,76.35,31190,71810,0.4343000000000001,76000,15005000,7,1,1,NA,1,2018,57.03,1,180,5,4.76,15005000,26305000,174,1,1,9,9,0,1,0,0,0,0,1,0,0,mf
2,532,42,38300,003,070800,28.45,70750,71810,0.9852,76000,32735000,7,1,1,NA,1,2018,74.39,1,120,5,4.58,32735000,44005000,114,1,1,9,9,0,1,0,0,0,0,0,0,0,mf
2,1063,42,38300,003,520002,16.59,64511,71810,0.8984,76000,2605000,1,1,1,NA,1,2018,80,1,120,3,4.819999999999999,2605000,3255000,117,1,1,9,9,0,1,0,0,0,0,0,0,0,mf
2,1086,42,38300,003,080900,24.9,54219,71810,0.755,76000,4555000,7,1,1,NA,1,2018,65,1,120,3,4.56,4555000,7005000,117,1,9,9,9,0,1,0,0,0,0,0,0,0,mf
2,1395,42,38300,003,060300,30.2,65263,71810,0.9088,76000,2405000,7,1,1,NA,1,2018,76.92,1,120,3,5.1899999999999995,2405000,3125000,117,1,1,9,9,0,1,0,0,0,0,1,0,0,mf
2,1600,42,38300,003,090200,13.09,65833,71810,0.9168000000000001,76000,6405000,7,1,1,NA,1,2018,59.260000000000005,1,120,2,4.78,6405000,10805000,114,1,1,9,9,0,1,0,0,0,0,0,0,0,mf
2,1775,42,38300,003,411000,11.31,146782,71810,2.044,76000,44905000,1,1,1,NA,1,2018,73.58,1,120,5,4.41,44905000,61025000,114,1,1,9,9,0,1,0,0,0,0,0,1,0,mf
2,1910,42,38300,003,160900,11.59,108708,71810,1.5137999999999998,76000,51605000,7,1,1,NA,1,2018,71.48,1,120,5,4.257,51605000,72205000,12,1,1,9,9,0,1,0,0,0,0,0,0,0,mf
2,2311,42,38300,003,521200,23.150000000000002,66733,71810,0.9293,76000,9965000,7,1,1,NA,1,2018,76.64999999999999,1,120,5,4.9,9965000,13005000,114,1,1,9,9,0,1,0,0,0,0,0,0,0,mf
2,2377,42,38300,003,160900,11.6,108708,71810,1.5137999999999998,76000,19805000,2,1,1,NA,1,2018,70.71000000000001,1,120,4,4.99,19805000,28005000,114,1,1,9,9,0,1,0,0,0,0,0,0,0,mf
2,2457,42,38300,003,451105,15.28,81750,71810,1.1384,76000,30005000,1,3,1,NA,1,2018,74.02,1,180,5,4.85,30005000,40535000,174,1,1,9,9,0,1,0,0,0,0,0,0,0,mf
2,2645,42,38300,003,521301,26.479999999999997,76434,71810,1.0644,76000,7805000,7,1,1,NA,1,2018,67.24000000000001,1,120,5,4.301,7805000,11605000,12,1,1,9,9,100,1,0,0,0,0,0,0,0,mf
2,3063,42,38300,003,170200,6.79,104375,71810,1.4534999999999998,76000,1035000,7,1,1,NA,1,2018,80,1,120,1,4.7700000000000005,1035000,1295000,117,1,1,9,9,0,1,0,0,0,0,1,0,0,mf
2,3066,42,38300,003,435000,8.98,77105,71810,1.0736999999999999,76000,1015000,7,1,1,NA,1,2018,69.66,1,84,1,4.89,1015000,1455000,81,1,1,9,9,0,1,0,0,0,0,0,0,0,mf
2,3116,42,38300,003,468900,17.3,51750,71810,0.7207,76000,9005000,7,1,1,NA,1,2018,64.86999999999999,1,120,5,4.470000000000001,9005000,13875000,114,1,1,9,9,0,1,0,0,0,0,1,0,0,mf
2,3310,42,38300,003,473401,10.129999999999999,112386,71810,1.565,76000,2405000,1,1,1,NA,1,2018,77.42,1,120,2,4.430000000000001,2405000,3105000,117,1,1,9,9,0,1,0,0,0,0,0,0,0,mf
2,3332,42,38300,003,060300,30.2,65263,71810,0.9088,76000,2625000,7,1,1,NA,1,2018,79.61,1,120,3,4.98,2625000,3305000,117,1,1,9,9,0,1,0,0,0,0,1,0,0,mf
2,3561,42,38300,003,408002,4.58,116786,71810,1.6263,76000,165000,2,1,1,NA,1,2018,75,1,120,9,5.59,15765000,21015000,60,1,9,9,9,0,1,0,0,0,0,0,0,0,mf
2,3649,42,38300,003,521302,24.779999999999998,70259,71810,0.9783999999999999,76000,4375000,7,1,1,NA,1,2018,72.98,1,120,4,4.7700000000000005,4375000,6005000,114,1,1,9,9,0,1,0,0,0,0,0,0,0,mf
2,3807,42,38300,003,562000,34.71,48487,71810,0.6751999999999999,76000,9005000,7,1,1,NA,1,2018,48,1,120,4,4.23,9005000,18755000,114,1,9,9,9,0,1,0,0,0,0,1,0,0,mf
2,4393,42,38300,003,450700,11.729999999999999,54603,71810,0.7604,76000,7995000,7,1,1,NA,1,2018,79.96000000000001,1,120,4,4.94,7995000,10005000,114,1,9,9,9,99,1,0,0,0,0,0,0,0,mf
2,4578,42,38300,003,516200,22.02,90893,71810,1.2656999999999998,76000,3465000,1,1,1,NA,1,2018,80,1,120,3,4.819999999999999,3465000,4335000,117,1,1,9,9,0,1,0,0,0,0,0,0,0,mf
2,5548,42,38300,003,458000,6.430000000000001,86824,71810,1.2090999999999998,76000,32355000,1,3,1,NA,1,2018,78.71000000000001,1,144,5,4.42,32355000,41105000,138,1,1,9,9,0,1,0,0,0,0,0,0,0,mf
2,614,42,38300,003,480101,21.77,59356,74705,0.7944999999999999,79300,64005000,7,5,1,NA,1,2019,80,1,120,5,3.68,64005000,80005000,114,1,1,9,9,0,1,0,0,0,0,0,0,0,mf
2,933,42,38300,003,508000,25.53,31714,74705,0.42450000000000004,79300,2275000,7,1,1,NA,1,2019,77.11999999999999,1,84,3,4.21,2275000,2955000,81,1,1,9,9,0,1,0,0,0,0,1,0,1,mf
2,1053,42,38300,003,141400,18.18,122454,74705,1.6392,79300,905000,7,1,1,NA,1,2019,73.93,1,120,1,4.91,905000,1225000,117,1,9,9,9,0,1,0,0,0,0,0,0,0,mf
2,1663,42,38300,003,141400,18.18,122454,74705,1.6392,79300,5655000,7,1,1,NA,1,2019,56.5,1,180,2,3.9099999999999997,5655000,10005000,174,1,1,9,9,0,1,0,0,0,0,0,0,0,mf
2,1811,42,38300,003,521301,26.479999999999997,68462,74705,0.9164,79300,20805000,7,1,1,NA,1,2019,77.04,1,120,5,3.88,20805000,27005000,114,1,1,9,9,0,1,0,0,0,0,0,0,0,mf
2,1929,42,38300,003,140800,18.45,113510,74705,1.5193999999999999,79300,975000,7,1,1,NA,1,2019,72.22,1,120,1,4.96,975000,1355000,117,1,9,9,9,0,1,0,0,0,0,0,0,0,mf
2,2184,42,38300,003,494000,8.98,55156,74705,0.7383,79300,1085000,7,1,1,NA,1,2019,71.52,1,240,2,4.41,1085000,1515000,120,1,9,9,9,0,1,0,0,0,0,0,0,0,mf
2,2958,42,38300,003,130100,97.64,21557,74705,0.2886,79300,9285000,7,1,1,NA,1,2019,77.49000000000001,2,84,4,4.1739999999999995,9295000,12005000,12,1,9,9,9,100,1,0,0,0,0,1,0,1,mf
2,3010,42,38300,003,523400,37.91,68021,74705,0.9105,79300,1655000,7,1,1,NA,1,2019,73.99000000000001,1,240,3,4.35,1655000,2235000,120,1,9,9,9,0,1,0,0,0,0,0,0,0,mf
2,3309,42,38300,003,090100,17.310000000000002,72802,74705,0.9744999999999999,79300,32805000,7,1,1,NA,1,2019,70.54,2,120,5,4.819999999999999,32805000,46505000,114,1,1,9,9,0,1,0,0,0,0,0,0,0,mf
2,3732,42,38300,003,111500,76.35,35015,74705,0.4687,79300,29675000,7,1,1,NA,1,2019,78.6,1,120,5,4.28,29675000,37755000,114,1,1,9,9,0,1,0,0,0,0,1,0,0,mf
2,4270,42,38300,003,526201,4.31,87692,74705,1.1738,79300,9705000,7,3,1,NA,1,2019,74.61999999999999,1,120,5,3.44,9705000,13005000,114,1,9,9,9,0,1,0,0,0,0,0,0,0,mf
2,4339,42,38300,003,562300,56.59,28218,74705,0.3777,79300,12655000,7,1,1,NA,4,2019,78.54,2,480,5,5.8,12655000,16105000,192,1,1,9,9,100,1,0,0,0,0,1,0,1,mf
2,4778,42,38300,003,429201,9.739999999999998,99709,74705,1.3347,79300,22025000,1,5,1,NA,1,2019,67.35,1,120,4,4.1209999999999996,22025000,32705000,12,1,1,9,9,0,1,0,0,0,0,0,0,0,mf
2,12,42,38300,003,521200,23.150000000000002,60000,77741,0.7718,82300,31275000,7,1,1,NA,1,2020,75,1,120,5,3.06,31275000,41705000,114,1,1,9,9,0,1,0,0,0,0,0,0,0,mf
2,243,42,38300,003,521302,24.779999999999998,70064,77741,0.9012,82300,20185000,1,1,1,NA,1,2020,80,1,120,5,2.9499999999999997,20185000,25235000,114,1,9,9,9,0,1,0,0,0,0,0,0,0,mf
2,339,42,38300,003,489002,6.44,101944,77741,1.3113,82300,7505000,7,1,1,NA,1,2020,67.57,1,144,4,2.79,7505000,11105000,138,1,1,9,9,0,1,0,0,0,0,0,0,0,mf
2,350,42,38300,003,080900,24.9,83882,77741,1.079,82300,1155000,7,1,1,NA,1,2020,71.42,1,120,1,4.119999999999999,1155000,1625000,117,1,9,9,9,0,1,0,0,0,0,0,0,0,mf
